Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,GS,KO,NVDA,PFE,XOM,GS,KO,NVDA,PFE,XOM,GS,KO,NVDA,PFE,XOM,GS,KO,NVDA,PFE,XOM,GS,KO,NVDA,PFE,XOM
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,215.40260314941406,46.64350509643555,6.188027381896973,28.064224243164062,51.393714904785156,215.48886606356908,46.75022289854295,6.193993464647111,28.19552816689063,51.96127278461168,212.39220644687325,46.471116968673215,6.134581559774977,27.863814599803934,51.378781719993455,213.06501505928958,46.6681310771208,6.157948519655376,28.188617872783894,51.752174012442495,3968400,10234100,284192000,16216422,13340300
2020-01-17,215.17832946777344,46.74201583862305,6.196727275848389,27.9951229095459,51.19956970214844,216.04090592763293,46.91440711146991,6.214625522525774,28.202442879493727,51.58790103151473,213.91896204515479,46.62709041104716,6.149247540649398,27.932927474274873,50.99794029085491,215.8425038653172,46.684553124835105,6.207167801208955,28.03658745924879,51.34146065297649,3108400,14264300,253792000,23083970,18144100
2020-01-21,211.93505859375,46.93082809448242,6.163417339324951,27.877641677856445,50.46770477294922,214.65218266044,46.99650156484665,6.196976374999237,28.09878223297661,51.095001103851985,211.8488088346976,46.438289592684384,6.129360932560053,27.773981695323048,50.415430078707324,213.23755762561726,46.668140475992345,6.160185612581765,27.905282857963186,51.065129036068846,2492400,11968900,217916000,23115696,17982600
2020-01-22,213.0994873046875,47.29203414916992,6.217360019683838,27.773977279663086,50.17645263671875,214.36747557669523,47.31666013910067,6.303867502720389,27.926009303212396,50.55730863147118,212.48705231242286,46.939047013237264,6.189767066563044,27.62193969898155,50.034561757783365,212.71995160941032,46.996509744065,6.208659581685237,27.86381387929384,50.45275925673362,2030900,12869600,239240000,18097812,17033100
2020-01-23,211.83151245117188,47.472618103027344,6.285719871520996,28.133337020874023,49.862815856933594,213.05636935141945,47.48903333680872,6.294171859786776,28.216266128092453,49.98230415319403,209.5025588193808,46.98828728791933,6.168636648680007,27.7325204121633,49.32513561630832,210.89992836608118,47.10321271328682,6.257381577194218,27.773984965772517,49.818010594593716,2806800,12858900,244516000,27148510,19605900
2020-01-24,208.67446899414062,47.3494873046875,6.226557731628418,27.51828384399414,49.52676010131836,211.94364073099933,47.50545709518103,6.450781528296051,28.313012221505232,49.79560304382823,207.53587505641391,47.1688883977599,6.172366094269509,27.393892977573785,49.31766130103624,211.39159239352293,47.48903872805276,6.401064334103999,28.29228133662402,49.69105364368717,2877400,8594300,373512000,34143698,18238600
2020-01-27,205.41397094726562,47.185298919677734,5.971012592315674,27.753257751464844,48.346832275390625,206.1471662504489,47.489030832342685,6.021972504994483,27.939846896799118,49.086153114270424,202.7141022409974,46.89798537141126,5.772890101483585,27.12438734099382,48.31696020838914,203.88720682896678,46.96365569752239,5.922289664238681,27.234957657278006,48.85464601938746,2506200,14359900,470536000,31964026,21231000
2020-01-28,209.24378967285156,46.79947280883789,6.164163589477539,26.357301712036133,48.279640197753906,210.10636609338675,47.40693973480727,6.196479436751818,27.290241848518072,48.690368434032166,205.33631954077686,46.766639213190814,5.9836904141412175,26.225997729496097,48.264701310607165,206.57843169224702,47.160670544299606,6.036887788328454,27.172761238949438,48.623160534420045,3123000,15240200,310976000,70202408,19664700
2020-01-29,207.1218719482422,46.79947280883789,6.103757858276367,25.970300674438477,47.87635803222656,212.6251144155017,47.00469765617471,6.185790910221257,26.52315496873484,48.6380757675284,206.6474653867529,46.51215927515939,6.063983811930669,25.94956978456133,47.71953396017953,210.91721657326966,46.791265192796786,6.149745962240131,26.34347892076466,48.56339845191276,3711600,13163600,258848000,34165726,14202800
2020-01-30,210.580810546875,48.31814193725586,6.110468864440918,25.87953758239746,48.384178161621094,210.76194424586254,48.4166489940517,6.123892669348195,25.9493520360986,48.45138604532016,204.1977363863686,47.41515066693153,5.951126138120667,25.614249956402432,47.36855058172715,205.02581563878837,47.554705201251615,6.0060631260830695,25.900483041287693,47.62992406974808,3261700,20225600,290504000,32316589,18544700
2020-01-31,205.07754516601562,47.940528869628906,5.87729549407959,25.99822425842285,46.39026641845703,209.51118746668405,48.49874074308562,6.076660689920249,26.14482845410581,47.19679529058379,204.32710788761716,47.73530400825461,5.835533393119387,25.760860138881256,46.19610364299559,208.7348739484699,48.40844130304367,6.064728525606393,25.788786485218534,47.19679529058379,3482800,17685200,370420000,33894005,34282900
